snd	  351.13	DATA	   45233	1000
rcv	  351.67	ACK 	36233   	   0
snd	  351.69	DATA	   37233	1000
rcv	  352.23	ACK 	36233   	   0
snd	  357.37	DATA	   37233	1000
snd	  362.47	DATA	   37233	1000
rcv	  362.49	ACK 	39233   	   0
snd	   362.5	DATA	   46233	1000
snd	   363.5	DATA	   38233	1000
snd	  368.64	DATA	   38233	1000
snd	  373.78	DATA	   38233	1000
rcv	   374.3	ACK 	39233   	   0
snd	  374.82	DATA	   40233	1000
snd	  374.82	DATA	   47233	1000
snd	  374.83	DATA	   48233	1000
rcv	  375.35	ACK 	40233   	   0
snd	  375.37	DATA	   49233	1000
rcv	  375.37	ACK 	40233   	   0
snd	  376.39	DATA	   41233	1000
snd	  381.57	DATA	   41233	1000
snd	   386.7	DATA	   41233	1000
snd	  391.83	DATA	   41233	1000
snd	  396.94	DATA	   41233	1000
rcv	  396.95	ACK 	44233   	   0
snd	  396.97	DATA	   50233	1000
snd	  396.98	DATA	   51233	1000
rcv	  397.53	ACK 	44233   	   0
snd	  397.55	DATA	   42233	1000
snd	  397.56	DATA	   52233	1000
snd	  397.56	DATA	   53233	1000
rcv	   398.1	ACK 	44233   	   0
snd	  398.12	DATA	   45233	1000
snd	  403.25	DATA	   45233	1000
rcv	  403.78	ACK 	46233   	   0
snd	   403.8	DATA	   54233	1000
snd	  403.84	DATA	   55233	1000
rcv	  404.38	ACK 	46233   	   0
snd	  404.39	DATA	   47233	1000
snd	   409.5	DATA	   47233	1000
rcv	  409.52	ACK 	49233   	   0
snd	  409.54	DATA	   56233	1000
snd	  410.55	DATA	   48233	1000
snd	  415.67	DATA	   48233	1000
snd	  420.99	DATA	   48233	1000
snd	  426.11	DATA	   48233	1000
snd	  431.25	DATA	   48233	1000
snd	  436.37	DATA	   48233	1000
snd	  441.48	DATA	   48233	1000
rcv	  441.49	ACK 	49233   	   0
snd	  441.52	DATA	   57233	1000
snd	  441.55	DATA	   58233	1000
rcv	  442.09	ACK 	49233   	   0
snd	   442.1	DATA	   50233	1000
snd	   447.2	DATA	   50233	1000
snd	  452.31	DATA	   50233	1000
snd	  457.44	DATA	   50233	1000
snd	  462.59	DATA	   50233	1000
snd	  467.75	DATA	   50233	1000
snd	  473.24	DATA	   50233	1000
snd	  478.37	DATA	   50233	1000
rcv	  478.38	ACK 	51233   	   0
snd	  478.41	DATA	   59233	1000
snd	  478.45	DATA	   60233	1000
rcv	  478.99	ACK 	51233   	   0
snd	   479.0	DATA	   52233	1000
rcv	  479.55	ACK 	51233   	   0
snd	  484.66	DATA	   52233	1000
snd	  489.79	DATA	   52233	1000
snd	  494.94	DATA	   52233	1000
snd	  500.08	DATA	   52233	1000
rcv	  500.09	ACK 	52233   	   0
snd	  500.12	DATA	   61233	1000
rcv	  500.67	ACK 	52233   	   0
snd	  500.68	DATA	   53233	1000
rcv	  501.24	ACK 	54233   	   0
snd	  501.27	DATA	   62233	1000
snd	   501.3	DATA	   63233	1000
snd	  502.29	DATA	   55233	1000
snd	  507.43	DATA	   55233	1000
rcv	  507.49	ACK 	57233   	   0
snd	  507.52	DATA	   64233	1000
snd	  508.52	DATA	   56233	1000
snd	  513.63	DATA	   56233	1000
snd	  518.78	DATA	   56233	1000
snd	  523.93	DATA	   56233	1000
snd	  529.07	DATA	   56233	1000
snd	  534.22	DATA	   56233	1000
rcv	  534.23	ACK 	57233   	   0
snd	  535.28	DATA	   65233	1000
snd	  535.33	DATA	   57233	1000
snd	  535.35	DATA	     698	1000
rcv	  535.89	ACK 	57233   	   0
snd	   535.9	DATA	   58233	1000
rcv	  536.47	ACK 	62233   	   0
snd	   536.5	DATA	    1698	1000
snd	  536.51	DATA	    2698	1000
snd	  537.51	DATA	   59233	1000
rcv	  538.04	ACK 	62233   	   0
snd	  539.08	DATA	    3698	1000
rcv	  539.64	ACK 	62233   	   0
snd	  539.66	DATA	   61233	1000
snd	  539.68	DATA	    4698	1000
snd	  539.68	DATA	    5698	 599
rcv	  540.23	ACK 	62233   	   0
snd	  540.24	DATA	   63233	1000
rcv	  540.78	ACK 	62233   	   0
snd	   545.9	DATA	   63233	1000
snd	  551.02	DATA	   63233	1000
snd	  556.13	DATA	   63233	1000
snd	  561.25	DATA	   63233	1000
snd	  566.37	DATA	   63233	1000
snd	  571.47	DATA	   63233	1000
rcv	  571.99	ACK 	63233   	   0
snd	  574.06	DATA	   64233	1000
snd	  579.19	DATA	   64233	1000
snd	  584.29	DATA	   64233	1000
snd	  589.43	DATA	   64233	1000
rcv	  589.45	ACK 	64233   	   0
snd	  590.48	DATA	   65233	1000
snd	  595.57	DATA	   65233	1000
snd	  600.65	DATA	   65233	1000
snd	  605.75	DATA	   65233	1000
rcv	  606.27	ACK 	698     	   0
snd	   606.8	DATA	     698	1000
snd	  607.83	DATA	    1698	1000
snd	  612.94	DATA	    1698	1000
snd	  618.06	DATA	    1698	1000
snd	  623.19	DATA	    1698	1000
rcv	  623.72	ACK 	1698    	   0
snd	  624.77	DATA	    2698	1000
snd	  629.91	DATA	    2698	1000
snd	  635.04	DATA	    2698	1000
snd	   640.2	DATA	    2698	1000
snd	  645.38	DATA	    2698	1000
snd	  650.53	DATA	    2698	1000
snd	  655.67	DATA	    2698	1000
snd	  660.79	DATA	    2698	1000
rcv	  661.32	ACK 	2698    	   0
snd	  662.87	DATA	    3698	1000
snd	  667.99	DATA	    3698	1000
snd	  673.11	DATA	    3698	1000
snd	  678.23	DATA	    3698	1000
rcv	  678.24	ACK 	4698    	   0
snd	  679.27	DATA	    5698	1000
snd	  684.39	DATA	    5698	1000
rcv	   684.4	ACK 	5698    	   0
snd	  685.43	DATA	    6297	 599
snd	  690.55	DATA	    6297	 599
snd	  695.72	DATA	    6297	 599
snd	  700.85	DATA	    6297	 599
snd	  705.96	DATA	    6297	 599
snd	  711.08	DATA	    6297	 599
rcv	   711.6	ACK 	6297    	   0
snd	  712.14	FIN 	    6297	   0
rcv	  712.69	ACK 	6298    	   0
Amount of (original) Data Transferred (in bytes) (excluding retransmissions):	60599
Number of Data Segments Sent (excluding retransmissions):	61
Number of Retransmitted Data Segments:	172
Number of Duplicate Acknowledgements received:	33
