drp	  501.25	DATA	   62233	1000
drp	  501.28	DATA	   63233	1000
rcv	  502.26	DATA	   54233	1000
snd	  502.28	ACK 	   57233	   0
rcv	   507.4	DATA	   54233	1000
snd	  507.41	ACK 	   57233	   0
drp	   507.5	DATA	   64233	1000
drp	  508.49	DATA	   55233	1000
rcv	   513.6	DATA	   55233	1000
snd	  513.61	ACK 	   57233	   0
rcv	  518.76	DATA	   55233	1000
snd	  518.77	ACK 	   57233	   0
drp	   523.9	DATA	   55233	1000
rcv	  529.05	DATA	   55233	1000
snd	  529.06	ACK 	   57233	   0
rcv	  534.19	DATA	   55233	1000
snd	  534.19	ACK 	   57233	   0
rcv	  535.27	DATA	   65233	1000
snd	  535.28	ACK 	   57233	   0
rcv	   535.3	DATA	   56233	1000
snd	  535.31	ACK 	   57233	   0
rcv	  535.33	DATA	     698	1000
snd	  535.34	ACK 	   57233	   0
rcv	  535.88	DATA	   57233	1000
snd	  535.89	ACK 	   62233	   0
drp	  536.48	DATA	    1698	1000
rcv	   536.5	DATA	    2698	1000
snd	  536.51	ACK 	   62233	   0
rcv	  537.48	DATA	   58233	1000
snd	  537.49	ACK 	   62233	   0
rcv	  539.07	DATA	    3698	1000
snd	  539.08	ACK 	   62233	   0
drp	  539.61	DATA	   60233	1000
rcv	  539.65	DATA	    4698	1000
snd	  539.66	ACK 	   62233	   0
rcv	  539.67	DATA	    5698	 599
snd	  539.68	ACK 	   62233	   0
drp	  540.22	DATA	   62233	1000
drp	  545.87	DATA	   62233	1000
rcv	  550.99	DATA	   62233	1000
snd	  551.01	ACK 	   63233	   0
rcv	  556.11	DATA	   62233	1000
snd	  556.11	ACK 	   63233	   0
drp	  561.22	DATA	   62233	1000
rcv	  566.34	DATA	   62233	1000
snd	  566.35	ACK 	   63233	   0
rcv	  571.44	DATA	   62233	1000
snd	  571.45	ACK 	   63233	   0
drp	  574.03	DATA	   63233	1000
rcv	  579.16	DATA	   63233	1000
snd	  579.18	ACK 	   64233	   0
drp	  584.26	DATA	   63233	1000
rcv	  589.41	DATA	   63233	1000
snd	  589.41	ACK 	   64233	   0
rcv	  590.46	DATA	   64233	1000
snd	  590.47	ACK 	     698	   0
rcv	  595.54	DATA	   64233	1000
snd	  595.55	ACK 	     698	   0
drp	  600.62	DATA	   64233	1000
rcv	  605.72	DATA	   64233	1000
snd	  605.73	ACK 	     698	   0
drp	  606.77	DATA	   65233	1000
rcv	   607.8	DATA	     698	1000
snd	  607.81	ACK 	    1698	   0
drp	  612.91	DATA	     698	1000
rcv	  618.04	DATA	     698	1000
snd	  618.05	ACK 	    1698	   0
rcv	  623.16	DATA	     698	1000
snd	  623.18	ACK 	    1698	   0
drp	  624.74	DATA	    1698	1000
rcv	  629.88	DATA	    1698	1000
snd	   629.9	ACK 	    2698	   0
drp	  635.01	DATA	    1698	1000
rcv	  640.17	DATA	    1698	1000
snd	  640.18	ACK 	    2698	   0
drp	  645.35	DATA	    1698	1000
rcv	   650.5	DATA	    1698	1000
snd	  650.51	ACK 	    2698	   0
drp	  655.64	DATA	    1698	1000
rcv	  660.77	DATA	    1698	1000
snd	  660.77	ACK 	    2698	   0
drp	  662.85	DATA	    2698	1000
rcv	  667.96	DATA	    2698	1000
snd	  667.97	ACK 	    4698	   0
rcv	  673.08	DATA	    2698	1000
snd	  673.09	ACK 	    4698	   0
rcv	   678.2	DATA	    2698	1000
snd	  678.21	ACK 	    4698	   0
rcv	  679.24	DATA	    4698	1000
snd	  679.24	ACK 	    5698	   0
rcv	  684.36	DATA	    4698	1000
snd	  684.36	ACK 	    5698	   0
rcv	   685.4	DATA	    5698	 599
snd	   685.4	ACK 	    6297	   0
rcv	  690.53	DATA	    5698	 599
snd	  690.53	ACK 	    6297	   0
drp	  695.69	DATA	    5698	 599
drp	  700.82	DATA	    5698	 599
rcv	  705.93	DATA	    5698	 599
snd	  705.94	ACK 	    6297	   0
rcv	  711.05	DATA	    5698	 599
snd	  711.05	ACK 	    6297	   0
rcv	  712.12	FIN 	    6297	   0
snd	  712.14	ACK 	    6298	   0
Amount of (original) Data Received (in bytes) – does not include retransmitted data:	60599
Number of (original) Data Segments Received – does not include retransmitted data:	61
Number of duplicate segments received (if any):	61
Number of Data segments dropped:	111
Number of ACK segments dropped:	60
